;;;;GASTOS DE PRESTACIONES POR DESEMPLEO ( miles de euros) POR PROVINCIA Y TIPO DE PRESTACIÓN;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Gasto Total Prestación;Gasto Prestación Contributiva;Gasto Subsidio Desempleo;Gasto Renta Activa Inserción;Gasto Subsidio Eventuales Agrarios
201905;Mayo de 2019;15;Navarra, Comunidad Foral de;31;Navarra;15900,23;12113;3494,75;292,48;0
201905;Mayo de 2019;16;País Vasco;1;Araba/Álava;8262,88;6558,82;1585,11;118,95;0
201905;Mayo de 2019;16;País Vasco;20;Gipuzkoa;15819,22;12516,49;3056,77;245,96;0
201905;Mayo de 2019;16;País Vasco;48;Bizkaia;27669,93;20888,83;6252,76;528,34;0
201905;Mayo de 2019;17;Rioja, La;26;Rioja, La;8210,48;5865,01;2158,52;186,95;0
201905;Mayo de 2019;18;Ceuta;51;Ceuta;2365,32;991,4;1098,94;274,92;0
201905;Mayo de 2019;19;Melilla;52;Melilla;1921,02;992,98;739,65;187,89;0
201905;Mayo de 2019;;TOTAL;;;1457503,99;907829,25;440650,24;61405,66;47563,23
201906;Junio de 2019;1;Andalucía;4;Almería;32227,56;21240,07;8536,23;1354,6;1095,58
201906;Junio de 2019;1;Andalucía;11;Cádiz;46780,08;22562,58;17502,59;3489,95;3222,65
201906;Junio de 2019;1;Andalucía;14;Córdoba;36950,1;12655,52;14622,39;1665,71;8003,4
201906;Junio de 2019;1;Andalucía;18;Granada;38195,24;16817,96;14354,5;2020,4;4999,2
201906;Junio de 2019;1;Andalucía;21;Huelva;22513,05;12019,39;6828,09;1061,43;2601,95
201906;Junio de 2019;1;Andalucía;23;Jaén;30372,96;10962,41;11592,68;1246,02;6569,4
201906;Junio de 2019;1;Andalucía;29;Málaga;53892,15;27983,03;19189,38;3027,78;3690,63
201906;Junio de 2019;1;Andalucía;41;Sevilla;78360,74;32827,07;29540,37;4672,75;11316,53
201906;Junio de 2019;2;Aragón;22;Huesca;4893,83;3710,96;1056,9;125,97;0
201906;Junio de 2019;2;Aragón;44;Teruel;2814,11;1889,66;859,93;64,52;0
201906;Junio de 2019;2;Aragón;50;Zaragoza;23854,35;17085,22;6084,91;684,22;0
201906;Junio de 2019;3;Asturias, Principado de;33;Asturias;26520,17;17728,28;7667,94;1123,95;0
201906;Junio de 2019;4;Balears, Illes;7;Balears, Illes;23353,43;17247,6;5574,16;531,44;0
201906;Junio de 2019;5;Canarias;35;Palmas, Las;46936,63;30485,96;13913,6;2536,05;0
201906;Junio de 2019;5;Canarias;38;Santa Cruz de Tenerife;40061,42;23724,86;13761,76;2573,21;0
201906;Junio de 2019;6;Cantabria;39;Cantabria;14846,76;9843;4454,38;548,78;0
201906;Junio de 2019;7;Castilla y León;5;Ávila;3979,92;2167,24;1611,92;200,33;0
201906;Junio de 2019;7;Castilla y León;9;Burgos;9146,88;6136,08;2732,37;278,43;0
201906;Junio de 2019;7;Castilla y León;24;León;12289,34;7422,09;4395,86;471,35;0
201906;Junio de 2019;7;Castilla y León;34;Palencia;3885,89;2522,69;1207,05;156,15;0
201906;Junio de 2019;7;Castilla y León;37;Salamanca;8403,5;5010,48;2989,12;403,73;0
201906;Junio de 2019;7;Castilla y León;40;Segovia;3170,52;2194,83;872,72;102,97;0
201906;Junio de 2019;7;Castilla y León;42;Soria;1814,1;1311,79;466,17;36,14;0
201906;Junio de 2019;7;Castilla y León;47;Valladolid;12103,87;8418,9;3258,3;426,31;0
201906;Junio de 2019;7;Castilla y León;49;Zamora;4244,51;2328,82;1686,35;229,34;0
201906;Junio de 2019;8;Castilla - La Mancha;2;Albacete;11797,7;6144,35;4853,5;799,23;0
201906;Junio de 2019;8;Castilla - La Mancha;13;Ciudad Real;16138,13;7808,39;7066,61;1262,69;0
201906;Junio de 2019;8;Castilla - La Mancha;16;Cuenca;4974,82;2882,05;1818,98;273,79;0
201906;Junio de 2019;8;Castilla - La Mancha;19;Guadalajara;7780,35;5417,72;2131,25;231,37;0
201906;Junio de 2019;8;Castilla - La Mancha;45;Toledo;21855,92;11539,07;9034,02;1281,37;0
201906;Junio de 2019;9;Cataluña;8;Barcelona;159970,96;118371,76;37689,06;3908,42;0
201906;Junio de 2019;9;Cataluña;17;Girona;18670,41;13203;4861,91;605,5;0
201906;Junio de 2019;9;Cataluña;25;Lleida;9781,23;6942,11;2475,91;362,35;0
201906;Junio de 2019;9;Cataluña;43;Tarragona;22528,33;15268,46;6515,28;744,43;0
201906;Junio de 2019;10;Comunitat Valenciana;3;Alicante/Alacant;55251,7;31757,6;20133,92;3358,36;0
201906;Junio de 2019;10;Comunitat Valenciana;12;Castellón/Castelló;19641,26;12255,61;6645,43;739,79;0
201906;Junio de 2019;10;Comunitat Valenciana;46;Valencia/Valéncia;80572,22;50931,33;25488,79;4148,07;0
201906;Junio de 2019;11;Extremadura;6;Badajoz;27995,43;10524,66;12087,32;1504,82;3878,13
201906;Junio de 2019;11;Extremadura;10;Cáceres;15767,56;6077,78;6822,85;699,23;2167,27
201906;Junio de 2019;12;Galicia;15;Coruña, A;29482,48;19300,97;8910,83;1270,25;0
201906;Junio de 2019;12;Galicia;27;Lugo;6934,4;4200,46;2435,34;298,6;0
201906;Junio de 2019;12;Galicia;32;Ourense;7564,03;4255,44;2956,28;352,31;0
201906;Junio de 2019;12;Galicia;36;Pontevedra;27343,53;17011,95;9226,51;1104,21;0
201906;Junio de 2019;13;Madrid, Comunidad de;28;Madrid;180819,22;138911,07;37050,37;4853,29;0
201906;Junio de 2019;14;Murcia, Región de;30;Murcia;45735,69;31383,01;11928,08;2422,65;0
201906;Junio de 2019;15;Navarra, Comunidad Foral de;31;Navarra;15310,65;11564,05;3454,06;292,54;0
201906;Junio de 2019;16;País Vasco;1;Araba/Álava;7974,36;6298,82;1553,92;121,62;0
201906;Junio de 2019;16;País Vasco;20;Gipuzkoa;15272,13;12090,64;2949,77;231,72;0
201906;Junio de 2019;16;País Vasco;48;Bizkaia;26229,79;19643,02;6072,08;514,69;0
201906;Junio de 2019;17;Rioja, La;26;Rioja, La;7951,1;5766,69;2003,64;180,77;0
201906;Junio de 2019;18;Ceuta;51;Ceuta;2304,41;930,83;1099,09;274,43;0
201906;Junio de 2019;19;Melilla;52;Melilla;1829,23;923,39;705,95;199,89;0
201906;Junio de 2019;;TOTAL;;;1429088,15;887700,72;432730,42;61067,92;47544,74
201907;Julio de 2019;1;Andalucía;4;Almería;40834;29753,3;8600,38;1336,74;1142,52
201907;Julio de 2019;1;Andalucía;11;Cádiz;49051,58;25003,21;17109,71;3519,09;3414,14
201907;Julio de 2019;1;Andalucía;14;Córdoba;40545,24;15100,99;15352,47;1643,53;8445,71
201907;Julio de 2019;1;Andalucía;18;Granada;41924,49;19767,93;14920,67;2002,95;5231,45
201907;Julio de 2019;1;Andalucía;21;Huelva;33412,35;21026,15;8019;1082,21;3281,49
201907;Julio de 2019;1;Andalucía;23;Jaén;32703,34;12397,44;12227,62;1228,82;6848,87
201907;Julio de 2019;1;Andalucía;29;Málaga;57888,86;32022,31;19110,65;2978,86;3774,11
201907;Julio de 2019;1;Andalucía;41;Sevilla;85620,43;38724,8;30331,42;4670,87;11890,21
201907;Julio de 2019;2;Aragón;22;Huesca;5038,31;3934,04;980,25;123,76;0
201907;Julio de 2019;2;Aragón;44;Teruel;3035,74;2150,47;824;61,27;0
201907;Julio de 2019;2;Aragón;50;Zaragoza;26964,97;20338,48;5951,08;675,41;0
201907;Julio de 2019;3;Asturias, Principado de;33;Asturias;27747,03;19106,18;7543,66;1096,76;0
201907;Julio de 2019;4;Balears, Illes;7;Balears, Illes;26072,54;20103,63;5442,92;525,56;0
201907;Julio de 2019;5;Canarias;35;Palmas, Las;51192,14;34638,42;14038,01;2515,71;0
201907;Julio de 2019;5;Canarias;38;Santa Cruz de Tenerife;43866,3;27512,25;13764,35;2585,89;0
201907;Julio de 2019;6;Cantabria;39;Cantabria;14556,03;9942,38;4081,7;531,95;0
201907;Julio de 2019;7;Castilla y León;5;Ávila;4170,64;2459,16;1521,02;190,4;0
201907;Julio de 2019;7;Castilla y León;9;Burgos;9563,61;6659,16;2640,67;263,78;0
201907;Julio de 2019;7;Castilla y León;24;León;12726,34;7978,54;4282,33;465,47;0
201907;Julio de 2019;7;Castilla y León;34;Palencia;4014,47;2750,31;1112,75;150,57;0
201907;Julio de 2019;7;Castilla y León;37;Salamanca;8897,41;5669,27;2844;384,14;0
201907;Julio de 2019;7;Castilla y León;40;Segovia;3201,11;2271,93;830,54;98,64;0
201907;Julio de 2019;7;Castilla y León;42;Soria;1791,3;1343,26;416,09;31,95;0
201907;Julio de 2019;7;Castilla y León;47;Valladolid;13065,25;9507,57;3140,47;416,97;0
201907;Julio de 2019;7;Castilla y León;49;Zamora;4299,46;2523,97;1554,63;220,86;0
201907;Julio de 2019;8;Castilla - La Mancha;2;Albacete;12639,88;7195,64;4642,98;800,7;0
201907;Julio de 2019;8;Castilla - La Mancha;13;Ciudad Real;17493,19;9425,39;6817,17;1249,78;0
201907;Julio de 2019;8;Castilla - La Mancha;16;Cuenca;5276,46;3261,52;1744,02;270,92;0
201907;Julio de 2019;8;Castilla - La Mancha;19;Guadalajara;8468,65;6171,05;2073,83;223,77;0
201907;Julio de 2019;8;Castilla - La Mancha;45;Toledo;22937,11;12990,58;8698,65;1246,78;0
201907;Julio de 2019;9;Cataluña;8;Barcelona;176035,93;134816,15;37376,18;3842,76;0
201907;Julio de 2019;9;Cataluña;17;Girona;19976,5;14567,94;4815,14;593,13;0
201907;Julio de 2019;9;Cataluña;25;Lleida;10385,79;7664,06;2358,86;362,8;0
201907;Julio de 2019;9;Cataluña;43;Tarragona;24451,92;17281,12;6448,16;722,2;0
201907;Julio de 2019;10;Comunitat Valenciana;3;Alicante/Alacant;60743,8;37474,49;19959,41;3306,97;0
201907;Julio de 2019;10;Comunitat Valenciana;12;Castellón/Castelló;21436,82;14309,8;6408,84;718,05;0
201907;Julio de 2019;10;Comunitat Valenciana;46;Valencia/Valéncia;94828;64854,86;25900,43;4070,33;0
201907;Julio de 2019;11;Extremadura;6;Badajoz;28951,11;11618,41;12019,76;1496,24;3816,61
201907;Julio de 2019;11;Extremadura;10;Cáceres;16827,59;6967,7;6934,34;672,09;2252,67
201907;Julio de 2019;12;Galicia;15;Coruña, A;30402,6;20588,6;8589,28;1224,29;0
201907;Julio de 2019;12;Galicia;27;Lugo;7136,26;4456,02;2388,69;291,55;0
201907;Julio de 2019;12;Galicia;32;Ourense;7750,8;4499,91;2900,96;349,84;0
201907;Julio de 2019;12;Galicia;36;Pontevedra;27664,55;17706,25;8881,2;1076,31;0
201907;Julio de 2019;13;Madrid, Comunidad de;28;Madrid;192725,42;152283,26;35709,55;4732,05;0
201907;Julio de 2019;14;Murcia, Región de;30;Murcia;50876,23;36631,23;11820,85;2423,09;0
201907;Julio de 2019;15;Navarra, Comunidad Foral de;31;Navarra;17507,29;13764,07;3458,55;284,61;0
201907;Julio de 2019;16;País Vasco;1;Araba/Álava;8793,23;7089,31;1582,13;121,79;0
201907;Julio de 2019;16;País Vasco;20;Gipuzkoa;17132,34;13954,66;2954,89;222,79;0
201907;Julio de 2019;16;País Vasco;48;Bizkaia;30435,46;23902,21;6016,52;516,73;0
201907;Julio de 2019;17;Rioja, La;26;Rioja, La;9132,25;6963,46;1981,26;187,53;0
201907;Julio de 2019;18;Ceuta;51;Ceuta;2796,62;1183,75;1342,94;269,93;0
201907;Julio de 2019;19;Melilla;52;Melilla;2240,98;1204,65;828,52;207,81;0
201907;Julio de 2019;;TOTAL;;;1567229,72;1025511,24;431293,5;60287;50097,78
201908;Agosto de 2019;1;Andalucía;4;Almería;41823,05;30854,71;8558,37;1306,27;1102,84
201908;Agosto de 2019;1;Andalucía;11;Cádiz;50151,93;26159,97;16935,97;3485,83;3568,67
201908;Agosto de 2019;1;Andalucía;14;Córdoba;42460,28;16810,89;15483,78;1620,49;8543,67
201908;Agosto de 2019;1;Andalucía;18;Granada;43953,19;21540,59;15154,38;1946,34;5310,96
201908;Agosto de 2019;1;Andalucía;21;Huelva;37370,21;23944,6;8729,05;1057,52;3636,82
201908;Agosto de 2019;1;Andalucía;23;Jaén;33414,33;13018,85;12254,16;1190,3;6951,02
201908;Agosto de 2019;1;Andalucía;29;Málaga;60269,59;34619,79;18972,5;2951,72;3725,58
201908;Agosto de 2019;1;Andalucía;41;Sevilla;88814,71;42164,83;30133,35;4548,45;11966,53
201908;Agosto de 2019;2;Aragón;22;Huesca;5219,12;4140,85;962,33;115,94;0
201908;Agosto de 2019;2;Aragón;44;Teruel;3117,43;2241,49;817,76;58,18;0
201908;Agosto de 2019;2;Aragón;50;Zaragoza;28707,57;22122,05;5937,63;647,8;0
201908;Agosto de 2019;3;Asturias, Principado de;33;Asturias;27756,3;19340,91;7343,39;1072;0
201908;Agosto de 2019;4;Balears, Illes;7;Balears, Illes;28282,08;22280,99;5481,72;518,94;0
201908;Agosto de 2019;5;Canarias;35;Palmas, Las;52739,65;36169,57;14059,91;2509,74;0
201908;Agosto de 2019;5;Canarias;38;Santa Cruz de Tenerife;45233,63;28903,23;13744,64;2584,9;0
201908;Agosto de 2019;6;Cantabria;39;Cantabria;15253,3;10781,01;3955,59;516,7;0
201908;Agosto de 2019;7;Castilla y León;5;Ávila;4363,22;2668,41;1507,61;187,2;0
201908;Agosto de 2019;7;Castilla y León;9;Burgos;10604,32;7686,59;2657,56;260,17;0
201908;Agosto de 2019;7;Castilla y León;24;León;13130,23;8470,07;4205,91;454,25;0
201908;Agosto de 2019;7;Castilla y León;34;Palencia;4345,35;3106,63;1097,43;141,29;0
201908;Agosto de 2019;7;Castilla y León;37;Salamanca;9761,84;6524,29;2851,62;385,93;0
201908;Agosto de 2019;7;Castilla y León;40;Segovia;3194,17;2295,82;804,83;93,52;0
201908;Agosto de 2019;7;Castilla y León;42;Soria;1973,46;1534,58;407,48;31,4;0
201908;Agosto de 2019;7;Castilla y León;47;Valladolid;14381,71;10854,19;3117,04;410,05;0
201908;Agosto de 2019;7;Castilla y León;49;Zamora;4395,26;2653,94;1522,01;219,31;0
201908;Agosto de 2019;8;Castilla - La Mancha;2;Albacete;13785,55;8390,35;4630,72;764,18;0
201908;Agosto de 2019;8;Castilla - La Mancha;13;Ciudad Real;18325,11;10358,87;6760,69;1205,12;0
201908;Agosto de 2019;8;Castilla - La Mancha;16;Cuenca;5602,37;3610,1;1729,48;262,79;0
201908;Agosto de 2019;8;Castilla - La Mancha;19;Guadalajara;8978,01;6711,92;2049,91;216,18;0
201908;Agosto de 2019;8;Castilla - La Mancha;45;Toledo;23986,43;14268,03;8525,12;1192,85;0
201908;Agosto de 2019;9;Cataluña;8;Barcelona;190004,25;148707,16;37559,11;3737,97;0
201908;Agosto de 2019;9;Cataluña;17;Girona;21845,97;16434,42;4839,76;571,36;0
201908;Agosto de 2019;9;Cataluña;25;Lleida;10982,32;8279,35;2348,64;353,8;0
201908;Agosto de 2019;9;Cataluña;43;Tarragona;26037,53;18838,92;6490,92;707,49;0
201908;Agosto de 2019;10;Comunitat Valenciana;3;Alicante/Alacant;67901,64;44660,85;20016,49;3222,66;0
201908;Agosto de 2019;10;Comunitat Valenciana;12;Castellón/Castelló;22111,44;15219,33;6194,78;697,33;0
201908;Agosto de 2019;10;Comunitat Valenciana;46;Valencia/Valéncia;104779,45;74844,46;25974,69;3959,65;0
201908;Agosto de 2019;11;Extremadura;6;Badajoz;30398,43;13044,07;12066,57;1487,63;3799,59
201908;Agosto de 2019;11;Extremadura;10;Cáceres;17578,74;7560,07;7079,41;666,6;2272,57
201908;Agosto de 2019;12;Galicia;15;Coruña, A;31375,8;21614,3;8566,76;1194,65;0
201908;Agosto de 2019;12;Galicia;27;Lugo;6997,2;4398,91;2314,47;283,82;0
201908;Agosto de 2019;12;Galicia;32;Ourense;7978,67;4791,18;2845,37;342,12;0
201908;Agosto de 2019;12;Galicia;36;Pontevedra;28756,05;18875,88;8815,93;1064,24;0
201908;Agosto de 2019;13;Madrid, Comunidad de;28;Madrid;204147,17;164072,92;35510,4;4563,11;0
201908;Agosto de 2019;14;Murcia, Región de;30;Murcia;53971,3;40009,89;11595,05;2364,6;0
201908;Agosto de 2019;15;Navarra, Comunidad Foral de;31;Navarra;18362,1;14659,73;3433;269,37;0
201908;Agosto de 2019;16;País Vasco;1;Araba/Álava;9600,76;7938,6;1539,19;122,97;0
201908;Agosto de 2019;16;País Vasco;20;Gipuzkoa;18501,56;15313,64;2965,2;222,72;0
201908;Agosto de 2019;16;País Vasco;48;Bizkaia;33309,5;26734,02;6062,94;512,47;0
201908;Agosto de 2019;17;Rioja, La;26;Rioja, La;9737,83;7606,34;1953,18;178,31;0
201908;Agosto de 2019;18;Ceuta;51;Ceuta;2831,11;1240,52;1323,24;267,35;0
201908;Agosto de 2019;19;Melilla;52;Melilla;2507,57;1397,44;898,66;211,47;0
201908;Agosto de 2019;;TOTAL;;;1661109,79;1120470,12;430785,7;58957,05;50878,25
201909;Septiembre de 2019;1;Andalucía;4;Almería;36993,8;25574,1;8939,99;1286,76;1192,61
201909;Septiembre de 2019;1;Andalucía;11;Cádiz;49710,58;25232,07;17389,41;3488,09;3600,15
201909;Septiembre de 2019;1;Andalucía;14;Córdoba;41096,11;15436,09;15488,11;1625,88;8545
201909;Septiembre de 2019;1;Andalucía;18;Granada;42665,75;20307,72;15216,55;1924,99;5215,89
201909;Septiembre de 2019;1;Andalucía;21;Huelva;35527,89;21581,58;9208,22;1039,72;3696,65
201909;Septiembre de 2019;1;Andalucía;23;Jaén;32304,68;12189,56;12114,95;1188,69;6811,18
201909;Septiembre de 2019;1;Andalucía;29;Málaga;57869,73;32182,26;19142,27;2907,54;3637,63
201909;Septiembre de 2019;1;Andalucía;41;Sevilla;83529,12;38900,22;29080,19;4470,78;11075,78
201909;Septiembre de 2019;2;Aragón;22;Huesca;5487,74;4309,1;1052,47;126,17;0
201909;Septiembre de 2019;2;Aragón;44;Teruel;3235,67;2341,87;837,28;56,52;0
201909;Septiembre de 2019;2;Aragón;50;Zaragoza;26399,73;19708,93;6037,64;653,16;0
201909;Septiembre de 2019;3;Asturias, Principado de;33;Asturias;28024,78;19324,27;7632,99;1067,52;0
201909;Septiembre de 2019;4;Balears, Illes;7;Balears, Illes;28363,52;22064,49;5786,31;512,56;0
201909;Septiembre de 2019;5;Canarias;35;Palmas, Las;47824,91;31454,23;13935,42;2434,44;0
201909;Septiembre de 2019;5;Canarias;38;Santa Cruz de Tenerife;42147,03;25736,97;13878,3;2531,65;0
201909;Septiembre de 2019;6;Cantabria;39;Cantabria;15512,4;10859,35;4131,01;522,04;0
201909;Septiembre de 2019;7;Castilla y León;5;Ávila;4273,98;2547,23;1537,76;188,99;0
201909;Septiembre de 2019;7;Castilla y León;9;Burgos;10123,79;7157,4;2704,24;262,15;0
201909;Septiembre de 2019;7;Castilla y León;24;León;12845,55;8190,21;4197,87;456,87;0
201909;Septiembre de 2019;7;Castilla y León;34;Palencia;3925,22;2676,7;1110,58;137,94;0
201909;Septiembre de 2019;7;Castilla y León;37;Salamanca;9275,8;5972,27;2915,18;388,35;0
201909;Septiembre de 2019;7;Castilla y León;40;Segovia;3068,6;2165,61;811,12;91,87;0
201909;Septiembre de 2019;7;Castilla y León;42;Soria;1833,44;1386,41;413,39;33,64;0
201909;Septiembre de 2019;7;Castilla y León;47;Valladolid;12985,96;9508,85;3085,98;390,67;0
201909;Septiembre de 2019;7;Castilla y León;49;Zamora;4249,29;2462,36;1580,7;206,23;0
201909;Septiembre de 2019;8;Castilla - La Mancha;2;Albacete;12874,33;7482,84;4625,26;766,09;0
201909;Septiembre de 2019;8;Castilla - La Mancha;13;Ciudad Real;16752,57;8967,44;6595,23;1189,14;0
201909;Septiembre de 2019;8;Castilla - La Mancha;16;Cuenca;5364,81;3379,98;1725,21;259,62;0
201909;Septiembre de 2019;8;Castilla - La Mancha;19;Guadalajara;8446,59;6161,55;2068,6;216,44;0
201909;Septiembre de 2019;8;Castilla - La Mancha;45;Toledo;22550,99;12911,37;8484,91;1154,28;0
201909;Septiembre de 2019;9;Cataluña;8;Barcelona;177612,06;135526,79;38424,19;3659,75;0
201909;Septiembre de 2019;9;Cataluña;17;Girona;21924,41;16187,33;5167,73;568,93;0
201909;Septiembre de 2019;9;Cataluña;25;Lleida;10814,46;8033,28;2424,09;357,09;0
201909;Septiembre de 2019;9;Cataluña;43;Tarragona;24720,58;17341,63;6684,86;693,75;0
201909;Septiembre de 2019;10;Comunitat Valenciana;3;Alicante/Alacant;66804,58;42886,38;20736,64;3180,96;0
201909;Septiembre de 2019;10;Comunitat Valenciana;12;Castellón/Castelló;21352,75;14234,71;6446,95;671,09;0
201909;Septiembre de 2019;10;Comunitat Valenciana;46;Valencia/Valéncia;98173,91;67609,9;26691,04;3872,01;0
201909;Septiembre de 2019;11;Extremadura;6;Badajoz;30713,05;13148,69;12235,49;1466,05;3862,62
201909;Septiembre de 2019;11;Extremadura;10;Cáceres;17591,28;7392,11;7235,89;666,26;2296,46
201909;Septiembre de 2019;12;Galicia;15;Coruña, A;31236,29;21197,66;8845,85;1192,78;0
201909;Septiembre de 2019;12;Galicia;27;Lugo;7258,23;4525,79;2453,41;279,03;0
201909;Septiembre de 2019;12;Galicia;32;Ourense;7750,98;4533,75;2872,92;344,31;0
201909;Septiembre de 2019;12;Galicia;36;Pontevedra;28096,99;18041,69;8991,17;1063,15;0
201909;Septiembre de 2019;13;Madrid, Comunidad de;28;Madrid;196109,27;154589,26;37027,01;4492,34;0
201909;Septiembre de 2019;14;Murcia, Región de;30;Murcia;56650,29;42212,81;12061,96;2373,41;0
201909;Septiembre de 2019;15;Navarra, Comunidad Foral de;31;Navarra;16779,23;13072,04;3432,03;275,16;0
201909;Septiembre de 2019;16;País Vasco;1;Araba/Álava;9116,13;7399,18;1597,94;119,01;0
201909;Septiembre de 2019;16;País Vasco;20;Gipuzkoa;17675,34;14420,93;3025,56;228,85;0
201909;Septiembre de 2019;16;País Vasco;48;Bizkaia;31302,81;24566,61;6207,75;528,45;0
201909;Septiembre de 2019;17;Rioja, La;26;Rioja, La;9033,39;6872,01;1987,23;174,15;0
201909;Septiembre de 2019;18;Ceuta;51;Ceuta;2796,63;1230,08;1294,28;272,27;0
201909;Septiembre de 2019;19;Melilla;52;Melilla;2193,01;1179,32;817,87;195,82;0
201909;Septiembre de 2019;;TOTAL;;;1590970,03;1044374,98;438389;58253,41;49933,97
201910;Octubre de 2019;1;Andalucía;4;Almería;31102,69;19547,66;9049,45;1295,54;1209,8
201910;Octubre de 2019;1;Andalucía;11;Cádiz;55015,07;28541,61;19191,09;3514,51;3767,37
201910;Octubre de 2019;1;Andalucía;14;Córdoba;41292,44;15291,86;15677,44;1603,64;8718,55
201910;Octubre de 2019;1;Andalucía;18;Granada;44117,02;20736,07;16154,42;1944,88;5281,12
201910;Octubre de 2019;1;Andalucía;21;Huelva;33228,6;18614,47;9814,8;1055,29;3743,29
201910;Octubre de 2019;1;Andalucía;23;Jaén;33228,62;12370,77;12618,99;1206,83;7031,83
201910;Octubre de 2019;1;Andalucía;29;Málaga;61827,69;35447,19;19932,86;2905,36;3539,07
201910;Octubre de 2019;1;Andalucía;41;Sevilla;86493,99;39855,26;30447,7;4430,74;11757,49
201910;Octubre de 2019;2;Aragón;22;Huesca;6448,45;5138,16;1185,69;124,6;0
201910;Octubre de 2019;2;Aragón;44;Teruel;3579,76;2614,19;904,73;60,84;0
201910;Octubre de 2019;2;Aragón;50;Zaragoza;28004,95;21113,91;6234,24;656,51;0
201910;Octubre de 2019;3;Asturias, Principado de;33;Asturias;30129,38;20928,04;8119,94;1081,4;0
201910;Octubre de 2019;4;Balears, Illes;7;Balears, Illes;36762,62;29021,2;7218,32;523,1;0
201910;Octubre de 2019;5;Canarias;35;Palmas, Las;47647,28;30892,88;14325,64;2428,33;0
201910;Octubre de 2019;5;Canarias;38;Santa Cruz de Tenerife;43133,59;26326,83;14301,38;2505,38;0
201910;Octubre de 2019;6;Cantabria;39;Cantabria;16811,31;11743,64;4559,12;508,55;0
201910;Octubre de 2019;7;Castilla y León;5;Ávila;4533,08;2734,44;1601,66;196,98;0
201910;Octubre de 2019;7;Castilla y León;9;Burgos;10673,77;7557,35;2856,06;260,36;0
201910;Octubre de 2019;7;Castilla y León;24;León;13454,54;8604,33;4382,59;466,83;0
201910;Octubre de 2019;7;Castilla y León;34;Palencia;4168,41;2840,81;1183,47;144,13;0
201910;Octubre de 2019;7;Castilla y León;37;Salamanca;9721,64;6232,78;3096,98;391,88;0
201910;Octubre de 2019;7;Castilla y León;40;Segovia;3317,65;2360,22;864,57;92,86;0
201910;Octubre de 2019;7;Castilla y León;42;Soria;2024,96;1566,31;425,73;32,92;0
201910;Octubre de 2019;7;Castilla y León;47;Valladolid;13191,6;9620,79;3191,17;379,58;0
201910;Octubre de 2019;7;Castilla y León;49;Zamora;4659,77;2773,51;1680,97;205,29;0
201910;Octubre de 2019;8;Castilla - La Mancha;2;Albacete;13656,11;8016,68;4850,26;789,17;0
201910;Octubre de 2019;8;Castilla - La Mancha;13;Ciudad Real;17752,3;9587,66;6955,55;1208,29;0
201910;Octubre de 2019;8;Castilla - La Mancha;16;Cuenca;5611,08;3554,35;1800,49;256,24;0
201910;Octubre de 2019;8;Castilla - La Mancha;19;Guadalajara;8780,89;6404,19;2149,13;227,57;0
201910;Octubre de 2019;8;Castilla - La Mancha;45;Toledo;23966,8;13972,29;8838,77;1155,31;0
201910;Octubre de 2019;9;Cataluña;8;Barcelona;185161,79;141751,79;39768,93;3640,32;0
201910;Octubre de 2019;9;Cataluña;17;Girona;26097,45;19327,19;6192,73;576,88;0
201910;Octubre de 2019;9;Cataluña;25;Lleida;12892,64;9752,42;2780,98;359,24;0
201910;Octubre de 2019;9;Cataluña;43;Tarragona;26972,9;18904,91;7366,59;700,97;0
201910;Octubre de 2019;10;Comunitat Valenciana;3;Alicante/Alacant;66830,06;42267,52;21405,38;3156,73;0
201910;Octubre de 2019;10;Comunitat Valenciana;12;Castellón/Castelló;20831,78;13747,26;6407,65;676,87;0
201910;Octubre de 2019;10;Comunitat Valenciana;46;Valencia/Valéncia;91140,7;61214,5;26090,61;3834,5;0
201910;Octubre de 2019;11;Extremadura;6;Badajoz;33663,73;14570,71;13434,47;1511,45;4147,1
201910;Octubre de 2019;11;Extremadura;10;Cáceres;18394,11;7874,53;7527,23;664,64;2327,64
201910;Octubre de 2019;12;Galicia;15;Coruña, A;32575,93;22084,97;9307,43;1183,53;0
201910;Octubre de 2019;12;Galicia;27;Lugo;7635,9;4809,62;2537,55;288,73;0
201910;Octubre de 2019;12;Galicia;32;Ourense;8002,9;4688,99;2955,51;358,4;0
201910;Octubre de 2019;12;Galicia;36;Pontevedra;30320,84;19631,25;9617,79;1070,68;0
201910;Octubre de 2019;13;Madrid, Comunidad de;28;Madrid;198102,11;154631,39;38980,6;4489,26;0
201910;Octubre de 2019;14;Murcia, Región de;30;Murcia;56838,68;41786,92;12659,14;2390,45;0
201910;Octubre de 2019;15;Navarra, Comunidad Foral de;31;Navarra;17495,37;13658,36;3551,7;285,31;0
201910;Octubre de 2019;16;País Vasco;1;Araba/Álava;9280;7488,89;1666,22;124,89;0
201910;Octubre de 2019;16;País Vasco;20;Gipuzkoa;17356,61;13970,16;3151,23;235,22;0
201910;Octubre de 2019;16;País Vasco;48;Bizkaia;30954,44;23975,81;6426,44;552,19;0
201910;Octubre de 2019;17;Rioja, La;26;Rioja, La;8900,68;6685,36;2046,76;168,56;0
201910;Octubre de 2019;18;Ceuta;51;Ceuta;2892,91;1346,55;1274,35;272,01;0
